popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,energy_acoustic_ratio
44.0,203337,0,0.608,0.553,10,-3.493,1,0.0271,0.393,0.0,0.153,0.541,143.993,3,r-n-b,0.8769481838881444
83.0,208786,0,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4,pop,1.8829288563663484
49.0,262373,0,0.797,0.612,2,-9.043,0,0.0313,0.271,1.07e-05,0.314,0.919,118.162,4,synth-pop,1.1786549963416462
0.0,191733,0,0.582,0.829,9,-3.517,1,0.193,0.0522,0.0,0.264,0.716,90.959,4,indie-pop,2.8083603913232404
41.0,283706,0,0.705,0.713,4,-6.676,0,0.0437,0.26,1.55e-05,0.0499,0.498,129.899,4,synth-pop,1.3168908963198416
56.0,264960,0,0.735,0.583,2,-8.648,1,0.0277,0.193,5.15e-06,0.183,0.941,107.741,4,synth-pop,1.3875821913043194
0.0,152000,0,0.712,0.251,6,-12.412,1,0.0473,0.807,0.0,0.108,0.627,79.956,5,indie-pop,0.2705182870803111
50.0,195066,0,0.325,0.947,2,-7.304,1,0.115,0.174,0.0,0.116,0.593,202.846,4,r-n-b,1.8580821121591276
66.0,318493,0,0.594,0.454,5,-9.422,0,0.0755,0.497,3.83e-05,0.0736,0.705,133.825,4,pop,0.6479649577667124
25.0,185946,0,0.742,0.78,8,-4.418,1,0.0312,0.248,8.31e-06,0.111,0.58,127.999,4,synth-pop,1.4188898393693419
66.0,371790,0,0.296,0.582,9,-5.18,0,0.0413,0.449,0.0,0.319,0.365,168.4,3,pop,0.8300063632771426
48.0,213240,0,0.74,0.615,2,-13.55,0,0.0295,0.335,0.0138,0.328,0.961,117.291,4,synth-pop,1.0404029025821862
26.0,250133,0,0.506,0.912,6,-10.595,1,0.0443,0.00145,0.00283,0.345,0.57,154.997,4,synth-pop,5.922234767093949
47.0,185149,0,0.668,0.682,9,-7.999,1,0.0419,0.00143,0.00469,0.467,0.565,139.998,4,indie-pop,5.640695117720095
74.0,191868,0,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,4,pop,2.5161804425351013
76.0,208000,0,0.772,0.649,2,-6.411,1,0.143,0.0724,0.0,0.0761,0.824,90.072,4,pop,2.2866550664823055
1.0,162009,0,0.541,0.753,0,-6.512,1,0.0511,0.0677,0.0,0.108,0.572,149.743,4,indie-pop,2.4816261657088385
65.0,236933,0,0.533,0.732,7,-7.901,0,0.0424,0.166,0.000189,0.138,0.554,90.315,4,pop,1.683289222054865
4.0,125217,1,0.816,0.754,2,-5.922,1,0.152,0.163,0.00199,0.105,0.703,92.023,4,hip-hop,1.7223309627962922
40.0,203924,0,0.481,0.449,11,-10.907,1,0.0338,0.638,0.00264,0.705,0.338,122.741,5,r-n-b,0.5321919730383531
1.0,177280,0,0.474,0.916,8,-3.93,1,0.0624,0.00504,0.0,0.325,0.745,154.948,4,indie-pop,5.028184594616754
63.0,230204,0,0.663,0.412,5,-8.195,0,0.364,0.00434,0.019,0.215,0.356,98.023,4,hip-hop,4.3586755843331355
42.0,150493,0,0.839,0.755,3,-3.649,1,0.0448,0.428,2.47e-06,0.0532,0.97,114.978,4,r-n-b,1.015196896515934
64.0,185875,0,0.816,0.8,10,-5.705,0,0.0738,0.028,7.38e-05,0.129,0.533,118.01,4,synth-pop,3.352924325148821
41.0,173280,0,0.64,0.903,4,-6.138,0,0.171,0.0197,0.000142,0.167,0.38,125.095,4,r-n-b,3.798253643327241
66.0,193333,0,0.636,0.726,10,-8.205,0,0.0456,0.341,0.00727,0.105,0.542,162.035,4,pop,1.138732282457535
60.0,320000,0,0.665,0.624,10,-11.106,0,0.049,0.505,0.0104,0.518,0.717,127.083,4,synth-pop,0.8034362424189208
0.0,156265,0,0.637,0.705,10,-7.546,0,0.0502,0.121,0.0,0.0857,0.553,158.013,4,indie-pop,1.9137836502904348
72.0,320654,1,0.689,0.338,11,-7.634,0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012,4,indie-pop,0.6758556834498844
57.0,230338,0,0.651,0.661,7,-7.322,1,0.026,0.488,0.00422,0.315,0.762,118.017,4,indie-pop,0.8551547318824237
0.0,207925,0,0.705,0.918,6,-2.771,0,0.0678,0.0405,0.000106,0.0803,0.537,92.513,4,indie-pop,3.140718888211102
78.0,179955,0,0.576,0.759,3,-8.165,1,0.0599,0.12,0.0,0.121,0.501,99.969,4,indie-pop,1.9841313618755112
0.0,172906,0,0.697,0.515,6,-8.472,1,0.0331,0.455,0.0,0.0922,0.514,101.977,4,indie-pop,0.7558336587769388
24.0,267706,0,0.519,0.828,7,-7.612,1,0.0396,0.000402,0.338,0.229,0.17,113.018,4,synth-pop,6.382805170578697
2.0,186066,0,0.821,0.602,9,-6.628,1,0.168,0.108,0.0,0.246,0.628,90.035,4,pop,1.8753245475740972
56.0,268683,0,0.329,0.408,0,-10.672,1,0.0629,0.575,0.0,0.115,0.408,182.961,4,hip-hop,0.5355182363563622
22.0,244000,0,0.42,0.908,2,-4.548,1,0.0299,0.00115,0.0953,0.138,0.868,80.439,4,synth-pop,6.048141578952336
26.0,233097,0,0.674,0.878,9,-4.179,0,0.0308,0.00468,0.0676,0.056,0.964,121.096,4,synth-pop,5.047143773419817
68.0,396466,0,0.589,0.424,4,-12.006,0,0.0359,0.844,0.00381,0.169,0.561,119.823,4,pop,0.40664784035721385
42.0,303000,0,0.401,0.272,7,-11.872,0,0.0498,0.311,1.18e-06,0.147,0.0927,179.887,3,pop,0.6268977950187447
69.0,258453,0,0.746,0.691,4,-7.533,0,0.0403,0.184,0.0259,0.205,0.888,119.982,4,r-n-b,1.5550102658580665
64.0,202135,0,0.662,0.688,0,-9.019,1,0.0413,0.0422,0.000918,0.431,0.365,102.95,4,pop,2.8288465248898755
0.0,295932,0,0.725,0.918,8,-2.468,1,0.0352,0.000148,0.00127,0.0642,0.503,128.016,4,indie-pop,6.685425856105732
63.0,184609,0,0.776,0.969,8,-0.079,0,0.105,0.0149,0.000153,0.352,0.802,94.018,4,hip-hop,4.126221003949471
58.0,214240,0,0.688,0.481,6,-8.807,1,0.105,0.289,0.0,0.189,0.666,98.017,4,indie-pop,0.9778074505828098
59.0,222957,0,0.532,0.613,0,-7.64,1,0.0576,0.326,0.0,0.292,0.493,106.081,4,indie-pop,1.055919704366796
43.0,327062,0,0.479,0.524,3,-5.829,1,0.0273,0.229,0.00115,0.203,0.194,145.017,3,indie-pop,1.1873130590847607
71.0,230903,0,0.748,0.472,0,-9.266,0,0.125,0.596,1.1e-05,0.102,0.364,149.97,4,pop,0.5825617976324432
0.0,135053,1,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,5.524689417120529
62.0,215409,1,0.74,0.648,10,-5.171,0,0.0374,0.659,0.0,0.11,0.4,122.03,4,hip-hop,0.6840146969966727
72.0,160851,0,0.708,0.672,6,-7.493,0,0.0582,0.322,0.0,0.135,0.399,93.886,4,pop,1.1250904139359363
0.0,200547,1,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop,4.739916593607515
63.0,196133,0,0.547,0.785,5,-5.865,0,0.0675,0.204,0.0,0.0835,0.764,81.781,4,pop,1.5746949639902277
68.0,231998,1,0.611,0.622,9,-5.075,0,0.0734,0.0188,0.0,0.359,0.538,146.11,4,indie-pop,3.478594790975267
0.0,199040,0,0.816,0.645,5,-5.435,1,0.0402,0.517,0.0,0.0724,0.74,94.965,4,r-n-b,0.8087829102591814
0.0,180247,1,0.652,0.66,1,-5.319,1,0.0364,0.000724,0.000963,0.134,0.255,104.991,3,hip-hop,5.950201378331852
68.0,175266,0,0.514,0.942,9,-8.433,1,0.0502,0.282,6.6e-05,0.17,0.912,159.847,4,synth-pop,1.4652492253355898
6.0,167760,0,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,4,pop,1.1563447553366815
0.0,229173,0,0.81,0.916,4,-2.649,0,0.0537,0.312,7.63e-06,0.347,0.794,116.009,4,hip-hop,1.3677529190258817
62.0,178216,1,0.753,0.502,1,-6.879,1,0.264,0.0439,1.54e-06,0.128,0.349,205.895,4,indie-pop,2.4998281756045184
0.0,211920,0,0.787,0.858,10,-4.152,0,0.0373,0.405,2.95e-06,0.133,0.814,105.0,4,hip-hop,1.13568341510507
63.0,164866,0,0.525,0.882,5,-4.479,1,0.0467,0.0252,0.0,0.101,0.623,101.674,4,synth-pop,3.5457052078967997
0.0,157160,0,0.751,0.444,4,-8.63,1,0.0403,0.12,3.53e-06,0.118,0.849,111.917,4,r-n-b,1.5410351855497
69.0,134482,1,0.619,0.502,0,-8.097,0,0.249,0.178,0.0,0.155,0.38,174.196,4,indie-pop,1.3361765003087573
1.0,195400,0,0.744,0.871,8,-5.123,1,0.0499,0.145,0.000498,0.0752,0.902,172.03,4,hip-hop,1.9410057743402236
66.0,134204,0,0.697,0.271,0,-11.507,1,0.093,0.923,0.0,0.101,0.773,119.835,4,pop,0.2571893927239269
57.0,225558,0,0.684,0.489,1,-8.625,1,0.0595,0.639,0.0,0.105,0.375,87.104,4,hip-hop,0.5676193877959445
0.0,152000,0,0.918,0.362,1,-9.943,1,0.0905,0.116,0.0,0.263,0.744,120.007,4,hip-hop,1.409526662613159
70.0,228567,0,0.741,0.761,8,-5.414,1,0.143,0.759,0.000607,0.126,0.912,147.047,3,pop,0.6938048589789161
73.0,246440,0,0.814,0.686,6,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,4,synth-pop,1.415411759690618
1.0,196558,0,0.65,0.625,0,-10.122,0,0.0359,0.00536,0.00046,0.119,0.293,118.965,4,synth-pop,4.59784784548222
40.0,177236,0,0.442,0.55,10,-3.845,1,0.184,0.73,0.00059,0.276,0.332,101.389,3,indie-pop,0.5609828421469558
67.0,273272,0,0.612,0.78,1,-5.123,0,0.0814,0.0781,0.0,0.0593,0.554,92.059,4,pop,2.3851724548704025
70.0,264506,0,0.665,0.596,9,-6.969,0,0.0278,0.293,3.67e-05,0.247,0.644,110.055,4,hip-hop,1.107641695387504
0.0,189186,0,0.517,0.206,5,-12.233,1,0.0421,0.924,0.0,0.118,0.489,80.401,4,indie-pop,0.20106373860369525
68.0,357006,0,0.602,0.758,1,-9.416,1,0.0324,0.25,3.93e-05,0.209,0.788,141.108,4,pop,1.391262081221825
0.0,158533,0,0.578,0.182,8,-10.424,1,0.0444,0.825,5e-06,0.144,0.477,127.363,4,r-n-b,0.19912867511033586
1.0,168839,0,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,4,pop,0.8839254473721234
0.0,140000,0,0.633,0.372,2,-11.809,1,0.0413,0.534,0.0,0.13,0.362,97.951,4,indie-pop,0.52787570321913
69.0,172054,0,0.801,0.346,5,-13.455,0,0.252,0.0468,0.00169,0.112,0.653,159.986,4,hip-hop,2.1088175267076146
59.0,215536,0,0.443,0.668,11,-12.031,1,0.294,0.693,0.000443,0.0579,0.512,98.072,4,hip-hop,0.6742375262026533
0.0,161880,0,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,4,hip-hop,2.8913652999550425
63.0,356826,0,0.34,0.96,1,-5.427,1,0.0802,0.238,4.32e-06,0.0378,0.475,150.04,4,hip-hop,1.6127796030960035
0.0,162897,0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,r-n-b,0.689740022238331
67.0,224040,0,0.645,0.534,4,-5.428,0,0.0306,0.147,4.3e-06,0.0858,0.302,90.024,4,pop,1.5278173840793472
0.0,258532,0,0.512,0.452,2,-8.991,1,0.0292,0.775,0.0818,0.065,0.235,124.103,4,pop,0.45898958852386906
71.0,216328,0,0.69,0.575,11,-5.763,0,0.124,0.345,0.0,0.309,0.509,87.967,4,hip-hop,0.9790212611975826
62.0,160851,0,0.805,0.703,10,-6.363,0,0.399,0.113,0.0,0.165,0.771,93.97,4,hip-hop,1.9694406464655074
40.0,237213,0,0.776,0.944,9,-3.686,1,0.0642,0.127,0.00016,0.0595,0.702,120.006,4,r-n-b,2.12525107771113
74.0,222500,0,0.435,0.658,7,-5.949,0,0.0368,0.699,0.0,0.125,0.524,77.17,4,pop,0.6626879730752369
3.0,158994,0,0.687,0.717,11,-6.61,1,0.0755,0.0744,0.0,0.134,0.685,88.063,4,pop,2.3522590398104857
42.0,203346,0,0.672,0.489,0,-5.15,1,0.0285,0.549,0.0,0.16,0.927,98.447,3,r-n-b,0.6360957128727107
39.0,252266,0,0.508,0.934,9,-5.363,1,0.0736,0.0112,0.0151,0.986,0.564,88.012,4,r-n-b,4.351018011457837
57.0,184000,0,0.716,0.29,9,-12.098,1,0.0332,0.634,7.3e-05,0.0987,0.281,90.019,4,indie-pop,0.37616873861973354
58.0,286666,0,0.787,0.516,7,-12.792,1,0.0332,0.66,1.1e-05,0.293,0.882,108.19,4,synth-pop,0.5769702674085904
3.0,107750,0,0.781,0.728,2,-7.612,1,0.1,0.179,0.000206,0.73,0.363,103.27,4,hip-hop,1.6182875277110829
76.0,194786,1,0.625,0.939,4,-3.115,0,0.0669,0.00138,0.0,0.424,0.644,102.999,4,indie-pop,5.980246396103658
80.0,184153,0,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,4,indie-pop,1.4375876555074412
2.0,183066,0,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop,0.8768683177083232
69.0,246520,0,0.64,0.852,1,-8.119,0,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,4,synth-pop,3.5460446134008636
0.0,183066,0,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop,0.8768683177083232
59.0,226046,0,0.594,0.828,11,-4.202,0,0.0321,0.000924,0.0,0.0756,0.372,128.994,4,indie-pop,6.066927778089622
0.0,146520,0,0.634,0.689,11,-5.406,1,0.0307,0.0109,0.0,0.114,0.899,140.071,4,indie-pop,4.0758268233887955
67.0,230082,0,0.441,0.61,9,-5.182,0,0.0404,0.238,0.0,0.101,0.348,79.736,4,pop,1.2675956343798367
65.0,212713,0,0.63,0.423,2,-7.705,1,0.0318,0.507,2.24e-06,0.219,0.319,90.019,4,indie-pop,0.6057778296985852
0.0,240560,0,0.451,0.803,0,-4.932,1,0.0398,0.208,0.0,0.0764,0.145,153.95,3,indie-pop,1.5773495978826
54.0,250000,0,0.762,0.391,1,-11.735,1,0.0337,0.867,0.000521,0.112,0.355,137.956,3,indie-pop,0.371881319383997
62.0,175890,0,0.676,0.739,4,-5.319,0,0.159,0.137,0.0,0.233,0.755,146.056,4,hip-hop,1.8492533072149782
0.0,252306,0,0.524,0.533,8,-14.142,1,0.0341,0.0724,0.69,0.0456,0.348,109.648,3,synth-pop,2.111615898707692
0.0,274906,0,0.755,0.957,10,-5.201,0,0.0657,0.0655,0.00143,0.258,0.793,103.892,4,r-n-b,2.7337814574395356
63.0,193425,0,0.659,0.345,11,-8.464,1,0.107,0.106,0.0,0.107,0.338,84.761,4,indie-pop,1.440853345370325
2.0,309600,0,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4,pop,0.4723914864267302
63.0,192080,0,0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,4,synth-pop,6.50424075593319
0.0,238805,0,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop,0.784118958765672
65.0,157648,0,0.48,0.369,7,-8.766,1,0.0405,0.835,0.0,0.1,0.548,159.687,4,pop,0.3656062328400538
0.0,118466,1,0.904,0.601,2,-5.561,1,0.198,0.0305,0.0,0.615,0.761,87.037,4,hip-hop,2.999692674770088
43.0,248800,0,0.688,0.484,1,-9.254,1,0.0298,0.646,0.0129,0.109,0.447,124.062,4,r-n-b,0.5585111816152198
25.0,214333,0,0.685,0.71,11,-8.194,1,0.0557,0.000307,0.214,0.222,0.928,140.457,4,synth-pop,6.2993696881849095
44.0,232846,0,0.506,0.871,8,-4.091,1,0.0313,0.00499,9.15e-06,0.127,0.382,129.98,4,synth-pop,4.986404177671264
69.0,190673,0,0.644,0.892,0,-1.1,0,0.0567,0.13,0.000113,0.0893,0.767,180.044,4,pop,2.055297442750475
71.0,238369,0,0.481,0.392,4,-8.2,1,0.0246,0.478,0.0,0.122,0.257,91.796,4,pop,0.5979413794415875
56.0,161839,0,0.64,0.813,1,-5.735,1,0.262,0.0418,0.0,0.801,0.553,91.834,4,hip-hop,2.9954986013949654
68.0,282208,0,0.575,0.577,7,-6.674,1,0.0432,0.451,3.98e-06,0.264,0.157,90.012,4,pop,0.8226605560018183
67.0,170348,1,0.694,0.67,2,-5.624,0,0.105,0.471,0.0,0.183,0.443,125.509,4,indie-pop,0.8835574046304002
83.0,257266,0,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,4,pop,2.4525099892917392
50.0,158241,0,0.731,0.328,0,-7.947,1,0.069,0.816,0.0,0.085,0.929,103.228,4,r-n-b,0.33752082112833715
41.0,179973,0,0.707,0.716,3,-3.564,1,0.0304,0.503,8.82e-06,0.0875,0.965,110.014,3,r-n-b,0.8840298696559336
46.0,222579,0,0.433,0.599,9,-7.293,1,0.0717,0.479,2.04e-06,0.12,0.338,71.798,4,indie-pop,0.810003861356198
0.0,229746,1,0.772,0.396,0,-7.974,1,0.0484,0.575,0.00149,0.105,0.643,128.099,4,indie-pop,0.523248143764548
59.0,213946,0,0.479,0.535,11,-6.676,0,0.03,0.49,0.0,0.0923,0.21,82.024,4,indie-pop,0.7369788979361943
0.0,260413,0,0.711,0.875,5,-5.24,1,0.0336,0.128,0.00132,0.159,0.925,118.02,4,synth-pop,2.0519348958900023
0.0,162897,0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,r-n-b,0.689740022238331
44.0,179705,0,0.758,0.817,2,-4.679,0,0.056,0.675,0.0,0.0544,0.965,106.178,4,r-n-b,0.7923497214962262
64.0,234130,1,0.818,0.726,7,-6.694,0,0.216,0.0916,1.01e-06,0.106,0.345,92.013,4,hip-hop,2.179306422406169
0.0,221228,0,0.801,0.623,0,-7.861,1,0.0982,0.107,0.00393,0.0853,0.801,104.982,4,hip-hop,1.9122822326255589
39.0,234345,0,0.546,0.84,5,-6.398,1,0.0337,0.000891,0.0564,0.263,0.315,135.92,4,synth-pop,6.098544762504445
1.0,183066,0,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop,0.8768683177083232
0.0,161880,0,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,4,hip-hop,2.8913652999550425
55.0,215075,0,0.742,0.947,0,-3.749,1,0.0321,0.0906,0.0221,0.0721,0.88,130.043,4,indie-pop,2.428197659730134
62.0,209032,0,0.828,0.719,11,-7.755,0,0.106,0.0919,0.000488,0.051,0.748,124.006,4,hip-hop,2.167853534048608
0.0,198342,0,0.569,0.364,2,-11.099,1,0.052,0.75,0.00597,0.146,0.507,114.181,4,indie-pop,0.39520403213008437
0.0,222800,0,0.465,0.602,10,-9.664,1,0.078,0.806,0.00145,0.101,0.595,159.905,4,indie-pop,0.5573118436287314
70.0,231333,0,0.724,0.684,2,-5.129,1,0.0342,0.00134,0.000441,0.151,0.163,105.0,4,synth-pop,5.681222202396027
8.0,155960,0,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4,pop,2.023343814354969
1.0,293692,0,0.373,0.114,5,-13.171,1,0.041,0.937,4.73e-05,0.104,0.172,90.945,1,pop,0.1146984442914305
0.0,309327,1,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,hip-hop,0.6137806511527566
44.0,211193,0,0.633,0.743,7,-8.029,1,0.0362,0.29,0.00696,0.0629,0.548,176.021,4,indie-pop,1.267866787896882
40.0,214285,0,0.855,0.849,11,-4.471,1,0.0548,0.275,0.0,0.0303,0.699,126.021,4,indie-pop,1.4051374489213704
12.0,236026,0,0.626,0.883,6,-5.656,0,0.0361,0.0194,0.00694,0.396,0.837,119.956,4,synth-pop,3.790630522370333
66.0,332702,0,0.556,0.521,6,-10.806,1,0.0321,0.641,0.000543,0.102,0.353,127.947,4,pop,0.5941698488287033
73.0,179325,0,0.706,0.674,9,-5.932,1,0.044,0.3,0.0,0.202,0.359,83.001,4,pop,1.1753272062489715
63.0,230204,0,0.663,0.412,5,-8.195,0,0.364,0.00434,0.019,0.215,0.356,98.023,4,indie-pop,4.3586755843331355
84.0,198973,1,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4,hip-hop,2.6482050025520456
56.0,313163,0,0.534,0.863,0,-4.616,1,0.0357,0.0152,0.0167,0.144,0.374,98.006,4,indie-pop,3.9940011608510733
77.0,206060,0,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55e-05,0.0975,0.304,98.967,4,hip-hop,0.8636081098239107
67.0,190348,1,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.918,4,indie-pop,0.4108470296063305
57.0,221666,0,0.613,0.508,7,-8.489,1,0.0343,0.275,8.28e-06,0.0809,0.327,144.106,4,indie-pop,1.0440081546332578
65.0,166757,0,0.712,0.683,10,-6.965,0,0.0926,0.323,6.84e-06,0.171,0.526,83.935,4,pop,1.133987376926233
41.0,208666,0,0.56,0.67,8,-8.286,0,0.028,0.781,0.913,0.109,0.76,140.002,4,synth-pop,0.6188424548394303
78.0,224000,1,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,1,r-n-b,0.8963754221732136
61.0,159529,0,0.617,0.649,5,-3.796,0,0.0428,0.422,1.3e-06,0.244,0.487,85.018,4,hip-hop,0.9299091625844693
41.0,216033,0,0.698,0.358,2,-9.843,0,0.151,0.396,0.0,0.356,0.3,107.052,4,r-n-b,0.6427814685618343
58.0,335533,0,0.605,0.907,0,-3.56,1,0.033,0.0158,0.0158,0.0697,0.965,117.511,4,synth-pop,4.007116711587292
72.0,197759,0,0.636,0.647,0,-6.97,0,0.0436,0.422,0.0,0.251,0.44,105.914,4,pop,0.9280417484096739
41.0,211253,0,0.637,0.439,0,-15.998,1,0.0262,0.178,3.98e-05,0.0738,0.754,92.912,4,r-n-b,1.239102651616936
23.0,247466,0,0.577,0.958,2,-5.846,1,0.0696,0.0671,0.000319,0.0842,0.629,161.33,4,synth-pop,2.7125432737126967
58.0,130813,0,0.552,0.416,4,-11.072,1,0.0317,0.888,0.000522,0.109,0.497,86.089,4,indie-pop,0.3838610842428892
0.0,162897,0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,r-n-b,0.689740022238331
1.0,238266,0,0.752,0.92,2,-6.111,1,0.0649,0.0148,2.03e-05,0.116,0.744,114.16,4,r-n-b,4.0813918383991945
65.0,256678,0,0.858,0.833,5,-3.747,0,0.0471,0.375,0.0,0.112,0.693,107.977,4,pop,1.1679597072248982
23.0,268200,0,0.845,0.678,5,-11.578,1,0.0795,0.713,0.000824,0.0939,0.398,120.005,4,synth-pop,0.6676138785547806
71.0,129240,0,0.817,0.635,5,-7.246,1,0.163,0.323,0.0,0.0738,0.454,138.015,4,indie-pop,1.0851475590911088
56.0,169617,1,0.834,0.969,6,-3.383,1,0.063,0.0558,0.000723,0.0635,0.928,125.985,4,synth-pop,2.8936917492280623
66.0,168300,0,0.462,0.371,6,-11.604,0,0.0988,0.794,0.118,0.124,0.187,99.662,4,indie-pop,0.3829922522561058
56.0,258384,0,0.922,0.906,7,-8.513,1,0.144,0.339,0.000163,0.099,0.808,111.963,4,hip-hop,1.2987480817371913
0.0,328864,0,0.465,0.23,5,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,4,synth-pop,0.5050949490570057
69.0,138928,1,0.71,0.543,5,-9.141,1,0.0527,0.478,8.66e-06,0.0988,0.481,83.965,4,indie-pop,0.7578161733527345
43.0,295480,0,0.203,0.876,4,-5.872,0,0.223,0.000248,0.0,0.762,0.365,172.825,4,r-n-b,6.55524746466168
45.0,239000,0,0.465,0.834,0,-9.188,1,0.0361,0.0136,0.914,0.227,0.818,124.011,4,synth-pop,4.062566404053934
63.0,176413,0,0.517,0.7,6,-6.568,0,0.0452,0.00375,0.0385,0.0634,0.518,179.986,4,indie-pop,4.999698511947672
58.0,284143,0,0.49,0.126,1,-13.868,1,0.0327,0.926,3.36e-06,0.0992,0.102,99.892,3,indie-pop,0.12744494656812036
0.0,190440,0,0.541,0.913,4,-8.03,1,0.0359,0.0681,0.0521,0.414,0.113,120.634,4,r-n-b,2.6541384053901043
75.0,131077,0,0.847,0.558,8,-5.855,0,0.0663,0.325,0.0,0.135,0.495,98.062,4,hip-hop,0.9975596812709357
22.0,262360,0,0.613,0.831,2,-5.259,0,0.0334,0.167,5.47e-05,0.375,0.644,130.1,4,synth-pop,1.7827907992452945
53.0,209160,0,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,4,synth-pop,2.3141588120893766
0.0,141972,0,0.616,0.233,11,-12.894,1,0.0386,0.791,3.39e-05,0.0978,0.407,93.995,3,indie-pop,0.2578864997580827
0.0,198946,0,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.033,4,pop,1.754854912292604
44.0,188251,0,0.575,0.796,5,-3.081,1,0.0322,0.0141,0.0,0.152,0.417,124.01,4,synth-pop,3.9836966072554207
64.0,245629,0,0.876,0.834,7,-4.653,1,0.137,0.164,0.00021,0.108,0.788,103.012,4,pop,1.8008093047479727
0.0,170964,0,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,pop,0.1704208213102361
0.0,182373,0,0.801,0.702,9,-4.952,1,0.37,0.49,1.86e-06,0.269,0.524,99.043,4,pop,0.8877822943033955
62.0,203853,0,0.631,0.863,9,-7.988,1,0.035,0.126,2.32e-05,0.0311,0.747,105.587,4,synth-pop,2.053517856670044
79.0,147350,0,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,4,indie-pop,5.854900202320063
0.0,246933,0,0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,4,indie-pop,3.536840969890862
64.0,182640,1,0.598,0.804,2,-5.39,1,0.123,0.0576,0.0,0.252,0.322,139.737,4,hip-hop,2.689216387630776
49.0,272000,0,0.437,0.978,6,-5.107,1,0.0852,0.0104,0.000352,0.468,0.58,100.54,4,r-n-b,4.463485343393159
69.0,172755,0,0.494,0.553,5,-5.57,1,0.197,0.413,4.17e-05,0.218,0.359,82.061,4,indie-pop,0.84833252162798
64.0,249353,0,0.599,0.478,9,-7.377,1,0.0256,0.439,0.0,0.097,0.255,77.985,4,pop,0.7354226637081837
48.0,257683,0,0.588,0.687,7,-5.786,1,0.0514,0.00449,0.00288,0.104,0.23,94.896,4,indie-pop,4.837365542002577
66.0,382973,0,0.63,0.63,4,-7.525,1,0.0364,0.295,1.26e-05,0.0934,0.517,107.103,4,pop,1.140514780322119
67.0,321240,0,0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,4,pop,0.9474422369789892
0.0,268186,1,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,4,hip-hop,2.234810396831327
52.0,304893,0,0.772,0.706,6,-12.31,0,0.0331,0.233,0.00997,0.188,0.803,106.378,4,synth-pop,1.390558759906348
